gene,log2
LOC171391,0.04514
CEND1,0.04514
SLC25A22,0.04514
PIDD1,0.04514
RPLP2,0.04514
PNPLA2,0.04514
POLR2L,0.04514
TSPAN4,0.04514
CHID1,0.04514
AP2A2,0.04514
MUC6,0.04514
MUC2,0.04514
MUC5AC,0.04514
MUC5B,0.04514
TOLLIP,0.04514
BRSK2,0.04514
DUSP8,0.04514
KRTAP5-3,0.04514
KRTAP5-4,0.04514
KRTAP5-5,0.04514
KRTAP5-6,0.04514
IFITM10,0.04514
CTSD,0.04514
TNNI2,0.04514
LSP1,0.04514
TNNT3,0.04514
MRPL23,0.04514
H19,0.04514
INS-IGF2,0.04514
TH,0.04514
ASCL2,0.04514
C11orf21,0.04514
TSPAN32,0.04514
CD81-AS1,0.04514
CD81,0.04514
TSSC4,0.04514
TRPM5,0.04514
KCNQ1,0.04514
CDKN1C,0.04514
SLC22A18,0.04514
PHLDA2,0.04514
NAP1L4,0.04514
CARS,0.04514
OSBPL5,0.04514
MRGPRE,0.04514
ZNF195,0.04514
TSSC2,0.04514
ART5,0.04514
ART1,0.04514
CHRNA10,0.04514
NUP98,0.04514
PGAP2,0.04514
RHOG,0.04514
STIM1,0.04514
RRM1,0.04514
OR52B4,0.04514
TRIM21,0.04514
OR52K2,0.04514
OR52K1,0.04514
OR52M1,0.04514
C11orf40,0.04514
OR52I2,0.04514
TRIM68,0.04514
OR51D1,0.04514
OR51E2,0.04514
MMP26,0.04514
OR51L1,0.04514
OR52J3,0.04514
OR52E2,0.04514
OR52A5,0.04514
OR51V1,0.04514
HBB,0.04514
HBD,0.04514
HBBP1,0.04514
HBG1,0.04514
OR56A3,0.04514
OR56A5,0.04514
OR52L1,0.04514
OR56A1,0.04514
OR56B4,0.04514
OR52W1,0.04514
C11orf42,0.04514
FAM160A2,0.04514
CNGA4,0.04514
CCKBR,0.04514
SMPD1,0.04514
APBB1,0.04514
HPX,0.04514
TRIM3,0.04514
TRIM3,-21.8998
ARFIP2,-21.8998
DNHD1,-21.8998
DNHD1,0.05207
COMMD9,-20.5102
PRR5L,0.05428
SHANK2,1.19139
SHANK2,-0.0351
FLJ42102,-0.0351
DHCR7,-0.0351
KRTAP5-7,-0.0351
KRTAP5-8,-0.0351
KRTAP5-9,-0.0351
FAM86C1,-0.0351
ZNF705E,-0.0351
DEFB108B,-0.0351
RNF121,-0.0351
NUMA1,-0.0351
LRTOMT,-0.0351
ANAPC15,-0.0351
FOLR3,-0.0351
INPPL1,-0.0351
PHOX2A,-0.0351
CLPB,-0.0351
LINC01537,-0.0351
PDE2A,-0.0351
FCHSD2,-0.0351
P2RY2,-0.0351
P2RY6,-0.0351
ARHGEF17,-0.0351
RELT,-0.0351
FAM168A,-0.0351
PLEKHB1,-0.0351
RAB6A,-0.0351
COA4,-0.0351
PAAF1,-0.0351
DNAJB13,-0.0351
UCP2,-0.0351
UCP3,-0.0351
C2CD3,-0.0351
PPME1,-0.0351
PGM2L1,-0.0351
POLD3,-0.0351
CHRDL2,-0.0351
RNF169,-0.0351
XRRA1,-0.0351
SPCS2,-0.0351
OR2AT4,-0.0351
SLCO2B1,-0.0351
TPBGL,-0.0351
ARRB1,-0.0351
RPS3,-0.0351
KLHL35,-0.0351
SERPINH1,-0.0351
MOGAT2,-0.0351
DGAT2,-0.0351
UVRAG,-0.0351
WNT11,-0.0351
LRRC32,0.04852
GUCY2EP,0.04852
TSKU,0.04852
ACER3,0.04852
B3GNT6,0.04852
CAPN5,0.04852
MYO7A,0.04852
GDPD4,0.04852
PAK1,0.04852
CLNS1A,0.04852
INTS4,0.04852
ALG8,0.04852
USP35,0.04852
GAB2,0.04852
NARS2,0.04852
FAM181B,0.04852
RAB30,0.04852
ANKRD42,0.04852
CCDC90B,0.04852
DLG2,0.04852
TMEM126B,0.04852
TMEM126A,0.04852
CCDC89,0.04852
SYTL2,0.04852
CCDC83,0.04852
PICALM,0.04852
EED,0.04852
CCDC81,0.04852
ME3,0.04852
PRSS23,0.04852
FZD4,0.04852
TMEM135,0.04852
RAB38,0.04852
CTSC,0.04852
GRM5,0.04852
TYR,0.04852
NOX4,0.04852
TRIM77,0.04852
TRIM49,0.04852
TRIM53AP,0.04852
TRIM64B,0.04852
TRIM49D1,0.04852
TRIM64,0.04852
UBTFL1,0.04852
NAALAD2,0.04852
CHORDC1,0.04852
DISC1FP1,0.04852
FAT3,0.04852
SLC36A4,0.04852
CEP295,0.04852
HEPHL1,0.04852
PANX1,0.04852
IZUMO1R,0.04852
GPR83,0.04852
C11orf97,0.04852
AMOTL1,0.04852
CWC15,0.04852
KDM4D,0.04852
KDM4E,0.04852
SRSF8,0.04852
ENDOD1,0.04852
SESN3,0.04852
FAM76B,0.04852
CEP57,0.04852
MTMR2,0.04852
MAML2,0.04852
CCDC82,0.04852
JRKL,0.04852
IQSEC3,0.67468
IPO8,0.64638
CAPRIN2,0.64638
TSPAN11,0.64638
DDX11,0.64638
DENND5B,0.64638
AMN1,0.64638
H3F3C,0.64638
KIAA1551,0.64638
MYBPC1,0.0378
CHPT1,0.0378
SYCP3,0.0378
GNPTAB,0.0378
DRAM1,0.0378
NUP37,0.0378
PARPBP,0.0378
PMCH,0.0378
IGF1,0.0378
ASCL1,0.0378
C12orf42,0.0378
STAB2,0.0378
NT5DC3,0.0378
TTC41P,0.0378
HSP90B1,0.0378
TDG,0.0378
GLT8D2,0.0378
HCFC2,0.0378
NFYB,0.0378
TXNRD1,0.0378
CHST11,0.0378
SLC41A2,0.0378
ALDH1L2,0.0378
APPL2,0.0378
NUAK1,0.0378
CKAP4,0.0378
TCP11L2,0.0378
POLR3B,0.0378
RIC8B,0.0378
TMEM263,0.0378
MTERF2,0.0378
CRY1,0.0378
BTBD11,0.0378
PRDM4,0.0378
ASCL4,0.0378
WSCD2,0.0378
CMKLR1,0.0378
SART3,0.0378
ISCU,0.0378
TMEM119,0.0378
SELPLG,0.0378
CORO1C,0.0378
SSH1,0.0378
SVOP,0.0378
USP30,0.0378
ALKBH2,0.0378
UNG,0.0378
FOXN4,0.0378
UBE3B,0.0378
MVK,0.0378
FAM222A,0.0378
TRPV4,0.0378
GLTP,0.0378
GIT2,0.0378
ANKRD13A,0.0378
IFT81,0.0378
ATP2A2,0.0378
ANAPC7,0.0378
ARPC3,0.0378
GPN3,0.0378
FAM216A,0.0378
RAD9B,0.0378
HVCN1,0.0378
PPP1CC,0.0378
CCDC63,0.0378
MYL2,0.0378
CUX2,0.0378
FAM109A,0.0378
SH2B3,0.0378
ATXN2,0.0378
BRAP,0.0378
ACAD10,0.0378
ALDH2,0.0378
MAPKAPK5,0.0378
ADAM1A,0.0378
TMEM116,0.0378
ERP29,0.0378
NAA25,0.0378
TRAFD1,0.0378
HECTD4,0.0378
RPL6,0.0378
PTPN11,0.0378
RPH3A,0.0378
DTX1,0.0378
RASAL1,0.0378
DDX54,0.0378
RITA1,0.0378
IQCD,0.0378
TPCN1,0.0378
SLC8B1,0.0378
PLBD2,0.0378
SDS,0.0378
RBM19,0.0378
TBX5,0.0378
TBX3,0.0378
MED13L,0.0378
LINC00173,0.0378
MAP1LC3B2,0.0378
C12orf49,0.0378
RNFT2,0.0378
FBXW8,0.0378
TESC,0.0378
FBXO21,0.0378
NOS1,0.0378
RFC5,0.0378
WSB2,0.0378
VSIG10,0.0378
PEBP1,0.0378
TAOK3,0.0378
SRRM4,0.0378
HSPB8,0.0378
LINC00934,0.0378
CCDC60,0.0378
PRKAB1,0.0378
CIT,0.0378
RAB35,0.0378
RPLP0,0.0378
PXN,0.0378
SIRT4,0.0378
PLA2G1B,0.0378
MSI1,0.0378
GATC,0.0378
DYNLL1,0.0378
COQ5,0.0378
RNF10,0.0378
POP5,0.0378
CABP1,0.0378
MLEC,0.0378
UNC119B,0.0378
ACADS,0.0378
SPPL3,0.0378
HNF1A,0.0378
C12orf43,0.0378
OASL,0.0378
P2RX7,0.0378
P2RX4,0.0378
CAMKK2,0.0378
ANAPC5,0.0378
KDM2B,0.0378
ORAI1,0.0378
MORN3,0.0378
TMEM120B,0.0378
SETD1B,0.0378
HPD,0.0378
WDR66,0.0378
MLXIP,0.0378
LRRC43,0.0378
CLIP1,0.0378
ZCCHC8,0.0378
RSRC2,0.0378
KNTC1,0.0378
DENR,0.0378
HIP1R,0.0378
VPS37B,0.0378
ABCB9,0.0378
ARL6IP4,0.0378
PITPNM2,0.0378
MPHOSPH9,0.0378
C12orf65,0.0378
CDK2AP1,0.0378
SBNO1,0.0378
RILPL2,0.0378
SNRNP35,0.0378
RILPL1,0.0378
TMED2,0.0378
DDX55,0.0378
EIF2B1,0.0378
GTF2H3,0.0378
TCTN2,0.0378
ATP6V0A2,0.0378
CCDC92,0.0378
NCOR2,0.0378
DHX37,0.0378
BRI3BP,0.0378
AACS,0.0378
TMEM132B,0.0378
TMEM132C,0.0378
SLC15A4,0.0378
GLT1D1,0.0378
TMEM132D,0.0378
FZD10,0.0378
PIWIL1,0.0378
RIMBP2,0.0378
STX2,0.0378
RAN,0.0378
ADGRD1,0.0378
SFSWAP,0.0378
MMP17,0.0378
PUS1,0.0378
EP400,0.0378
DDX51,0.0378
NOC4L,0.0378
GALNT9,0.0378
LRCOL1,0.0378
P2RX2,0.0378
POLE,0.0378
PXMP2,0.0378
PGAM5,0.0378
ANKLE2,0.0378
GOLGA3,0.0378
CHFR,0.0378
ZNF605,0.0378
ZNF26,0.0378
ZNF84,0.0378
ZNF140,0.0378
ZNF10,0.0378
ZNF268,0.0378
PCDH8,-20.9147
OLFM4,-20.9147
PRR20A,-18.2753
DIAPH3,-18.2753
TDRD3,-18.2753
PCDH9,-0.0474
KLHL1,-0.0474
DACH1,-0.0474
MZT1,-0.0474
BORA,-0.0474
DIS3,-0.0474
PIBF1,-0.0474
KLF5,-0.0474
KLF12,-0.0474
CTAGE11P,-0.0474
TBC1D4,-0.0474
COMMD6,-0.0474
LMO7,-0.0474
LMO7DN,-0.0474
KCTD12,-0.0474
CLN5,-0.0474
FBXL3,-0.0474
MYCBP2,-0.0474
SCEL,-0.0474
SLAIN1,-0.0474
EDNRB,-0.0474
RNF219,-0.0474
RBM26,-0.0474
NDFIP2,-0.0474
SPRY2,-0.0474
SLITRK1,-0.0474
SLITRK6,-0.0474
SLITRK5,-0.0474
MIR17HG,-0.04787
GPC5,-0.04787
GPC6,-0.04787
TGDS,-0.04787
GPR180,-0.04787
SOX21,-0.04787
ABCC4,-0.04787
CLDN10,-0.04787
DZIP1,-0.04787
DNAJC3,-0.04787
UGGT2,-0.04787
HS6ST3,-0.04787
OXGR1,-0.04787
IPO5,-0.04787
FARP1,-0.04787
STK24,-0.04787
SLC15A1,-0.04787
DOCK9,-0.04787
UBAC2,-0.04787
TM9SF2,-0.04787
CLYBL,-0.04787
ZIC5,-0.04787
ZIC2,-0.04787
PCCA,-0.04787
GGACT,-0.04787
TMTC4,-0.04787
NALCN,-0.04787
ITGBL1,-0.04787
FGF14,-0.04787
TPP2,-0.04787
METTL21C,-0.04787
CCDC168,-0.04787
TEX30,-0.04787
KDELC1,-0.04787
BIVM,-0.04787
BIVM-ERCC5,-0.04787
SLC10A2,-0.04787
DAOA,-0.04787
EFNB2,-0.04787
ARGLU1,-0.04787
FAM155A,-0.04787
LIG4,-0.04787
ABHD13,-0.04787
TNFSF13B,-0.04787
MYO16,-0.04787
IRS2,-0.04787
COL4A1,-0.04787
COL4A2,-0.04787
RAB20,-0.04787
CARS2,-0.04787
ING1,-0.04787
ANKRD10,-0.04787
ARHGEF7,-0.04787
TEX29,-0.04787
SOX1,-0.04787
SPACA7,-0.04787
TUBGCP3,-0.04787
ATP11AUN,-0.04787
ATP11A,-0.04787
MCF2L,-0.04787
F7,-0.04787
F10,-0.04787
PROZ,-0.04787
PCID2,-0.04787
CUL4A,-0.04787
LAMP1,-0.04787
GRTP1,-0.04787
ADPRHL1,-0.04787
DCUN1D2,-0.04787
TMCO3,-0.04787
TFDP1,-0.04787
ATP4B,-0.04787
GRK1,-0.04787
TMEM255B,-0.04787
GAS6,-0.04787
LINC00452,-0.04787
RASA3,-0.04787
CDC16,-0.04787
UPF3A,-0.04787
CHAMP1,-0.04787
DUXAP10,1.12989
POTEM,1.12989
C14orf39,0.0596
SIX4,0.0596
SLC38A6,0.0596
HIF1A,0.0596
SNAPC1,0.0596
SYT16,0.00183
LINC00643,0.00183
KCNH5,0.00183
RHOJ,0.00183
GPHB5,0.00183
WDR89,0.00183
SGPP1,0.00183
SYNE2,0.00183
ZBTB25,0.00183
ZBTB1,0.00183
HSPA2,0.00183
PPP1R36,0.00183
CHURC1-FNTB,0.00183
CHURC1-FNTB,0.77827
EIF2B2,1.0347
MLH3,1.0347
ACYP1,1.0347
ZC2HC1C,1.0347
NEK9,1.0347
TMED10,1.0347
FOS,1.0347
BATF,1.0347
FLVCR2,1.0347
TTLL5,1.0347
CHEK2P2,0.1159
NBEAP1,0.1159
GOLGA8DP,0.1159
GOLGA6L1,0.1159
WHAMMP3,0.1159
NIPA2,0.1159
CYFIP1,0.1159
TUBGCP5,0.1159
GOLGA6L22,0.1159
GOLGA8J,0.1159
RPH3AL,0.59197
VPS53,0.59197
FAM57A,0.59197
GEMIN4,0.59197
DBIL5P,0.59197
GLOD4,0.59197
NXN,0.59197
ABR,0.59197
BHLHA9,0.59197
TUSC5,0.59197
MYO1C,0.59197
INPP5K,0.59197
PITPNA,0.59197
SLC43A2,0.59197
SCARF1,0.59197
RILP,0.59197
PRPF8,0.59197
MIR22HG,0.59197
WDR81,0.59197
SERPINF2,0.59197
SERPINF1,0.59197
SMYD4,0.59197
RPA1,0.59197
RTN4RL1,0.59197
HIC1,0.59197
SMG6,0.59197
TSR1,0.59197
SGSM2,0.59197
METTL16,0.59197
PAFAH1B1,0.59197
RAP1GAP2,0.59197
OR1D5,0.59197
OR1D2,0.59197
OR1G1,0.59197
OR1A2,0.59197
OR1A1,0.59197
OR1D4,0.59197
OR3A2,0.59197
OR3A3,0.59197
OR1E2,0.59197
TRPV3,0.59197
TRPV1,0.59197
SHPK,0.59197
CTNS,0.59197
ITGAE,0.59197
CAMKK1,0.59197
P2RX1,0.59197
ATP2A3,0.59197
ZZEF1,0.59197
ANKFY1,0.59197
UBE2G1,0.59197
SPNS2,0.59197
GGT6,0.59197
SMTNL2,0.59197
PELP1,0.59197
ARRB2,0.59197
MED11,0.59197
CXCL16,0.59197
ZMYND15,0.59197
TM4SF5,0.59197
VMO1,0.59197
GLTPD2,0.59197
PSMB6,0.59197
PLD2,0.59197
MINK1,0.59197
CHRNE,0.59197
GP1BA,0.59197
SLC25A11,0.59197
RNF167,0.59197
PFN1,0.59197
ENO3,0.59197
SPAG7,0.59197
CAMTA2,0.59197
INCA1,0.59197
KIF1C,0.59197
ZFP3,0.59197
ZNF232,0.59197
USP6,0.59197
ZNF594,0.59197
RABEP1,0.59197
RPAIN,0.59197
DHX33,0.59197
DERL2,0.59197
MIS12,0.59197
AIPL1,0.59197
PITPNM3,0.59197
KIAA0753,0.59197
TXNDC17,0.59197
MED31,0.59197
ALOX15P1,0.59197
SLC13A5,0.59197
XAF1,0.59197
FBXO39,0.59197
BCL6B,0.59197
SLC16A13,0.59197
SLC16A11,0.59197
CLEC10A,0.59197
ASGR2,0.59197
ASGR1,0.59197
DLG4,0.59197
ACADVL,0.59197
DVL2,0.59197
PHF23,0.59197
SLC2A4,0.59197
YBX2,0.59197
EIF5A,0.59197
ACAP1,0.59197
KCTD11,0.59197
TMEM95,0.59197
TNK1,0.59197
NLGN2,0.59197
CHRNB1,0.59197
ZBTB4,0.59197
POLR2A,0.59197
TNFSF13,0.59197
CD68,0.59197
MPDU1,0.59197
FXR2,0.59197
SHBG,0.59197
ATP1B2,0.59197
TP53,0.59197
WRAP53,0.59197
EFNB3,0.59197
DNAH2,0.59197
KDM6B,0.59197
TMEM88,0.59197
CHD3,0.59197
KCNAB3,0.59197
TRAPPC1,0.59197
CNTROB,0.59197
ALOX15B,0.59197
ALOX12B,0.59197
ALOXE3,0.59197
HES7,0.59197
PER1,0.59197
TMEM107,0.59197
AURKB,0.59197
CTC1,0.59197
PFAS,0.59197
ARHGEF15,0.59197
ODF4,0.59197
RNF222,0.59197
MYH10,0.59197
CCDC42,0.59197
SPDYE4,0.59197
MFSD6L,0.59197
PIK3R6,0.59197
PIK3R5,0.59197
NTN1,0.59197
STX8,0.59197
CFAP52,0.59197
DHRS7C,0.59197
GLP2R,0.59197
GAS7,0.59197
MYHAS,0.59197
MYH3,0.59197
SCO1,0.59197
TMEM220,0.59197
PIRT,0.59197
SHISA6,0.59197
DNAH9,0.59197
ZNF18,0.59197
MAP2K4,0.59197
MYOCD,0.59197
ARHGAP44,0.59197
ELAC2,0.59197
HS3ST3A1,0.59197
COX10,0.59197
CDRT15,0.59197
HS3ST3B1,0.59197
PMP22,0.59197
TEKT3,0.59197
CDRT1,0.59197
ZNF286A,0.59197
TBC1D26,0.59197
CDRT15P2,0.59197
MEIS3P1,0.59197
ADORA2B,0.59197
ZSWIM7,0.59197
TTC19,0.59197
NCOR1,0.59197
CENPV,0.59197
UBB,0.59197
TRPV2,0.59197
LRRC75A,0.59197
ZNF287,0.59197
ZNF624,0.59197
KRT16P2,0.59197
MPRIP,0.59197
FLCN,0.59197
COPS3,0.59197
NT5M,0.59197
MED9,0.59197
RASD1,0.59197
PEMT,0.59197
RAI1,0.59197
SREBF1,0.59197
TOM1L2,0.59197
ATPAF2,0.59197
GID4,0.59197
DRG2,0.59197
MYO15A,0.59197
ALKBH5,0.59197
LLGL1,0.59197
FLII,0.59197
MIEF2,0.59197
TOP3A,0.59197
SMCR8,0.59197
SHMT1,0.59197
EVPLL,0.59197
KRT17P5,0.59197
KRT16P1,0.59197
CCDC144B,0.59197
TBC1D28,0.59197
ZNF286B,0.59197
FBXW10,0.59197
TVP23B,0.59197
PRPSAP2,0.59197
GRAP,0.59197
GRAP,-0.72723
WSB1,0.03971
LGALS9,0.03971
NOS2,0.03971
PPY2P,0.03971
KRT18P55,0.03971
TMEM97,0.03971
IFT20,0.03971
TNFAIP1,0.03971
POLDIP2,0.03971
TMEM199,0.03971
SLC46A1,0.03971
SDF2,0.03971
PROCA1,0.03971
TLCD1,0.03971
TRAF4,0.03971
FAM222B,0.03971
ERAL1,0.03971
FLOT2,0.03971
DHRS13,0.03971
PHF12,0.03971
CRYBA1,0.03971
NUFIP2,0.03971
SSH2,0.03971
EFCAB5,0.03971
NSRP1,0.03971
SLC6A4,0.03971
BLMH,0.03971
TMIGD1,0.03971
CPD,0.03971
TBC1D29,0.03971
SUZ12P1,0.03971
CRLF3,0.03971
ATAD5,0.03971
TEFM,0.03971
ADAP2,0.03971
RNF135,0.03971
NF1,0.03971
COPRS,0.03971
SUZ12,0.03971
RHOT1,0.03971
RHBDL3,0.03971
PSMD11,0.03971
MYO1D,0.03971
ASIC2,0.03971
CCL2,0.03971
CCL7,0.03971
CCL11,0.03971
CCL8,0.03971
CCL13,0.03971
CCL1,0.03971
C17orf102,0.03971
TMEM132E,0.03971
CCT6B,0.03971
LIG3,0.03971
FNDC8,0.03971
NLE1,0.03971
UNC45B,0.03971
SLC35G3,0.03971
SLFN11,0.03971
SLFN12,0.03971
SLFN13,0.03971
SLFN14,0.03971
PEX12,0.03971
AP2B1,0.03971
RASL10B,0.03971
GAS2L2,0.03971
MMP28,0.03971
TAF15,0.03971
HEATR9,0.03971
RDM1,0.03971
LYZL6,0.03971
CCL16,0.03971
CCL23,0.03971
CCL3,0.03971
CCL4,0.03971
CCL3L3,0.03971
CCL4L1,0.03971
ZNHIT3,0.03971
MYO19,0.03971
PIGW,0.03971
GGNBP2,0.03971
DHRS11,0.03971
MRM1,0.03971
AATF,0.03971
ACACA,0.03971
DUSP14,0.03971
SYNRG,0.03971
DDX52,0.03971
HNF1B,0.03971
YWHAEP7,0.03971
TBC1D3,0.03971
MRPL45,0.03971
GPR179,0.03971
SOCS7,0.03971
ARHGAP23,0.03971
SRCIN1,0.03971
MLLT6,0.03971
CISD3,0.03971
PSMB3,0.03971
PIP4K2B,0.03971
C17orf98,0.03971
LASP1,0.03971
FBXO47,0.03971
ARL5C,0.03971
CACNB1,0.03971
RPL19,0.03971
STAC2,0.03971
FBXL20,0.03971
MED1,0.03971
CDK12,0.03971
NEUROD2,0.03971
STARD3,0.03971
PNMT,0.03971
PGAP3,0.03971
ERBB2,0.03971
GRB7,0.03971
IKZF3,0.03971
ZPBP2,0.03971
GSDMB,0.03971
ORMDL3,0.03971
LRRC3C,0.03971
GSDMA,0.03971
PSMD3,0.03971
CSF3,0.03971
MED24,0.03971
THRA,0.03971
NR1D1,0.03971
MSL1,0.03971
CASC3,0.03971
RAPGEFL1,0.03971
RARA,0.03971
GJD3,0.03971
TOP2A,0.03971
IGFBP4,0.03971
TNS4,0.03971
CCR7,0.03971
KRT24,0.03971
KRT25,0.03971
KRT26,0.03971
KRT27,0.03971
KRT28,0.03971
KRT10,0.03971
TMEM99,0.03971
KRT12,0.03971
KRT20,0.03971
KRT40,0.03971
KRTAP3-3,0.03971
KRTAP3-2,0.03971
KRTAP3-1,0.03971
KRTAP1-5,0.03971
KRTAP1-4,0.03971
KRTAP1-3,0.03971
KRTAP1-1,0.03971
KRTAP2-3,0.03971
KRTAP2-4,0.03971
KRTAP4-7,0.03971
KRTAP4-8,0.03971
KRTAP4-9,0.03971
KRTAP4-12,0.03971
KRTAP4-6,0.03971
KRTAP4-5,0.03971
KRTAP4-4,0.03971
KRTAP4-3,0.03971
KRTAP9-2,0.03971
KRTAP9-3,0.03971
KRTAP9-8,0.03971
KRTAP9-4,0.03971
KRTAP9-9,0.03971
KRTAP29-1,0.03971
KRTAP16-1,0.03971
KRTAP17-1,0.03971
KRT33A,0.03971
KRT33B,0.03971
KRT34,0.03971
KRT31,0.03971
KRT37,0.03971
KRT38,0.03971
KRT32,0.03971
KRT35,0.03971
KRT13,0.03971
KRT19,0.03971
KRT9,0.03971
KRT14,0.03971
KRT16,0.03971
JUP,0.03971
FKBP10,0.03971
NT5C3B,0.03971
KLHL10,0.03971
KLHL11,0.03971
ACLY,0.03971
TTC25,0.03971
CNP,0.03971
DNAJC7,0.03971
NKIRAS2,0.03971
ZNF385C,0.03971
DHX58,0.03971
KAT2A,0.03971
KCNH4,0.03971
HCRT,0.03971
GHDC,0.03971
STAT5B,0.03971
STAT5A,0.03971
STAT3,0.03971
ATP6V0A1,0.03971
NAGLU,0.03971
COASY,0.03971
MLX,0.03971
PSMC3IP,0.03971
TUBG1,0.03971
TUBG2,0.03971
PLEKHH3,0.03971
CNTNAP1,0.03971
EZH1,0.03971
RAMP2,0.03971
VPS25,0.03971
WNK4,0.03971
COA3,0.03971
CNTD1,0.03971
BECN1,0.03971
AOC2,0.03971
AOC3,0.03971
LINC00671,0.03971
G6PC,0.03971
RUNDC1,0.03971
RPL27,0.03971
IFI35,0.03971
VAT1,0.03971
RND2,0.03971
BRCA1,0.03971
NBR2,0.03971
NBR1,0.03971
TMEM106A,0.03971
ARL4D,0.03971
DHX8,0.03971
ETV4,0.03971
MEOX1,0.03971
SOST,0.03971
DUSP3,0.03971
MPP3,0.03971
CD300LG,0.03971
MPP2,0.03971
PPY,0.03971
PYY,0.03971
NAGS,0.03971
TMEM101,0.03971
LSM12,0.03971
G6PC3,0.03971
HDAC5,0.03971
C17orf53,0.03971
ASB16,0.03971
TMUB2,0.03971
UBTF,0.03971
SLC4A1,0.03971
RUNDC3A,0.03971
SLC25A39,0.03971
GRN,0.03971
FAM171A2,0.03971
ITGA2B,0.03971
GPATCH8,0.03971
FZD2,0.03971
CCDC43,0.03971
DBF4B,0.03971
GJC1,0.03971
HIGD1B,0.03971
EFTUD2,0.03971
GFAP,0.03971
KIF18B,0.03971
C1QL1,0.03971
DCAKD,0.03971
NMT1,0.03971
PLCD3,0.03971
ACBD4,0.03971
HEXIM1,0.03971
HEXIM2,0.03971
MAP3K14,0.03971
ARHGAP27,0.03971
PLEKHM1,0.03971
MAPT-AS1,0.03971
MAPT,0.03971
KANSL1,0.03971
ARL17A,-1.26616
NSF,-1.26616
NSF,0.09373
WNT3,0.09373
CDC27,0.09373
EFCAB13,0.09373
MRPL45P2,0.09373
NPEPPS,0.09373
TBKBP1,0.09373
TBX21,0.09373
MRPL10,0.09373
LRRC46,0.09373
SCRN2,0.09373
SP6,0.09373
SP2,0.09373
PNPO,0.09373
CDK5RAP3,0.09373
COPZ2,0.09373
NFE2L1,0.09373
CBX1,0.09373
SNX11,0.09373
SKAP1,0.09373
HOXB-AS1,0.09373
HOXB7,0.09373
PRAC1,0.09373
TTLL6,0.09373
CALCOCO2,0.09373
UBE2Z,0.09373
GIP,0.09373
IGF2BP1,0.09373
B4GALNT2,0.09373
GNGT2,0.09373
ABI3,0.09373
PHOSPHO1,0.09373
FLJ40194,0.09373
ZNF652,0.09373
NGFR,0.09373
NXPH3,0.09373
SPOP,0.09373
SLC35B1,0.09373
KAT7,0.09373
TAC4,0.09373
DLX4,0.09373
DLX3,0.09373
ITGA3,0.09373
PDK2,0.09373
SAMD14,0.09373
PPP1R9B,0.09373
TMEM92,0.09373
XYLT2,0.09373
MRPL27,0.09373
LRRC59,0.09373
ACSF2,0.09373
RSAD1,0.09373
MYCBPAP,0.09373
EPN3,0.09373
SPATA20,0.09373
CACNA1G,0.09373
ANKRD40,0.09373
WFIKKN2,0.09373
TOB1,0.09373
SPAG9,0.09373
NME1-NME2,0.09373
MBTD1,0.09373
UTP18,0.09373
CA10,0.09373
C17orf112,0.09373
KIF2B,0.09373
TOM1L1,0.09373
COX11,0.09373
STXBP4,0.09373
HLF,0.09373
MMD,0.09373
TMEM100,0.09373
NOG,0.09373
C17orf67,0.09373
DGKE,0.09373
TRIM25,0.09373
COIL,0.09373
SCPEP1,0.09373
RNF126P1,0.09373
AKAP1,0.09373
CCDC182,0.09373
MRPS23,0.09373
CUEDC1,0.09373
VEZF1,0.09373
SRSF1,0.09373
OR4D1,0.09373
OR4D2,0.09373
EPX,0.09373
MKS1,0.09373
LPO,0.09373
MPO,0.09373
RNF43,0.09373
HSF5,0.09373
MTMR4,0.09373
TEX14,0.09373
RAD51C,0.09373
PPM1E,0.09373
TRIM37,0.09373
SKA2,0.09373
PRR11,0.09373
SMG8,0.09373
GDPD1,0.09373
YPEL2,0.09373
DHX40,0.09373
CLTC,0.09373
PTRH2,0.09373
VMP1,0.09373
TUBD1,0.09373
RNFT1,0.09373
HEATR6,0.09373
LOC653653,0.09373
CA4,0.09373
USP32,0.09373
C17orf64,0.09373
APPBP2,0.09373
PPM1D,0.09373
BCAS3,0.09373
TBX2,0.09373
C17orf82,0.09373
NACA2,0.09373
BRIP1,0.09373
INTS2,0.09373
MED13,0.09373
TBC1D3P2,0.09373
EFCAB3,0.09373
METTL2A,0.09373
TLK2,0.09373
MRC2,0.09373
TANC2,0.09373
CYB561,0.09373
ACE,0.09373
KCNH6,0.09373
DCAF7,0.09373
TACO1,0.09373
MAP3K3,0.09373
LIMD2,0.09373
LOC729683,0.09373
CCDC47,0.09373
DDX42,0.09373
FTSJ3,0.09373
PSMC5,0.09373
SMARCD2,0.09373
CSH2,0.09373
GH2,0.09373
CSH1,0.09373
GH1,0.09373
CD79B,0.09373
SCN4A,0.09373
PRR29,0.09373
ICAM2,0.09373
ERN1,0.09373
TEX2,0.09373
PECAM1,0.09373
MILR1,0.09373
POLG2,0.09373
DDX5,0.09373
SMURF2,0.09373
LRRC37A3,0.09373
AMZ2P1,0.09373
GNA13,0.09373
RGS9,0.09373
AXIN2,0.09373
CEP112,0.09373
APOH,0.09373
PRKCA,0.09373
CACNG4,0.09373
CACNG1,0.09373
HELZ,0.09373
HELZ,1.35873
SLC39A11,1.35873
SLC39A11,1.02624
COG1,1.02624
